product_id,name,description,price,currency,rating,review_count,availability,category,scraped_at,snapshot_time
1041,Memory Foam Seat Cushion,Memory Foam Seat Cushion - High quality support cushions product designed for comfort and usability.,3657.57,INR,3.4,34,Limited Stock,Support Cushions,2025-05-20T08:56:05.304819,2025-07-06T08:59:04.015743
1042,Wheelchair Gloves,Wheelchair Gloves - High quality mobility accessories product designed for comfort and usability.,11470.66,INR,3.1,304,Out of Stock,Mobility Accessories,2025-06-04T08:56:05.304833,2025-07-06T08:59:04.015743
1043,Wheelchair Gloves,Wheelchair Gloves - High quality mobility accessories product designed for comfort and usability.,1795.31,INR,4.0,440,In Stock,Mobility Accessories,2025-07-02T08:56:05.304848,2025-07-06T08:59:04.015743
1044,Wheelchair Gloves,Wheelchair Gloves - High quality mobility accessories product designed for comfort and usability.,10451.98,INR,3.5,66,Limited Stock,Mobility Accessories,2025-06-21T08:56:05.304862,2025-07-06T08:59:04.015743
1045,Anti-Tip Wheels,Anti-Tip Wheels - High quality mobility accessories product designed for comfort and usability.,1555.38,INR,3.2,341,Limited Stock,Mobility Accessories,2025-05-31T08:56:05.304880,2025-07-06T08:59:04.015743
1046,Seat Belt Extension,Seat Belt Extension - High quality mobility accessories product designed for comfort and usability.,14084.89,INR,3.4,371,Out of Stock,Mobility Accessories,2025-06-21T08:56:05.304897,2025-07-06T08:59:04.015743
1047,Foldable Cane,Foldable Cane - High quality walking aids product designed for comfort and usability.,2831.3,INR,4.3,239,Out of Stock,Walking Aids,2025-05-08T08:56:05.304912,2025-07-06T08:59:04.015743
1048,Frido Max Wheelchair,Frido Max Wheelchair - High quality wheelchairs product designed for comfort and usability.,7415.0,INR,5.0,56,In Stock,Wheelchairs,2025-06-02T08:56:05.304939,2025-07-06T08:59:04.015743
1049,Comfort Bath Seat,Comfort Bath Seat - High quality bathroom aids product designed for comfort and usability.,4711.81,INR,4.9,456,In Stock,Bathroom Aids,2025-05-11T08:56:05.304952,2025-07-06T08:59:04.015743
1050,Frido Commode Wheelchair,Frido Commode Wheelchair - High quality bathroom aids product designed for comfort and usability.,4988.82,INR,3.9,283,Limited Stock,Bathroom Aids,2025-06-17T08:56:05.304962,2025-07-06T08:59:04.015743
1051,Anti-Tip Wheels,Anti-Tip Wheels - High quality mobility accessories product designed for comfort and usability.,8404.17,INR,4.3,288,Out of Stock,Mobility Accessories,2025-05-08T08:56:05.304971,2025-07-06T08:59:04.015743
1052,Arcatron Lite Chair,Arcatron Lite Chair - High quality wheelchairs product designed for comfort and usability.,4701.52,INR,4.8,385,Limited Stock,Wheelchairs,2025-06-27T08:56:05.304981,2025-07-06T08:59:04.015743
1053,Foldable Cane,Foldable Cane - High quality walking aids product designed for comfort and usability.,9466.62,INR,4.4,109,Limited Stock,Walking Aids,2025-05-27T08:56:05.305005,2025-07-06T08:59:04.015743
1054,Deluxe Walking Frame,Deluxe Walking Frame - High quality walking aids product designed for comfort and usability.,7838.45,INR,4.8,438,In Stock,Walking Aids,2025-07-01T08:56:05.305020,2025-07-06T08:59:04.015743
1055,Orthopedic Backrest,Orthopedic Backrest - High quality support cushions product designed for comfort and usability.,1616.21,INR,3.7,71,Limited Stock,Support Cushions,2025-06-20T08:56:05.305033,2025-07-06T08:59:04.015743
1056,Comfort Bath Seat,Comfort Bath Seat - High quality bathroom aids product designed for comfort and usability.,7184.7,INR,4.4,292,In Stock,Bathroom Aids,2025-06-29T08:56:05.305043,2025-07-06T08:59:04.015743
1057,Arcatron Lite Chair,Arcatron Lite Chair - High quality wheelchairs product designed for comfort and usability.,8637.26,INR,4.7,303,Limited Stock,Wheelchairs,2025-06-27T08:56:05.305057,2025-07-06T08:59:04.015743
1058,Memory Foam Seat Cushion,Memory Foam Seat Cushion - High quality support cushions product designed for comfort and usability.,1584.6,INR,3.7,482,In Stock,Support Cushions,2025-05-10T08:56:05.305073,2025-07-06T08:59:04.015743
1059,Stability Walker,Stability Walker - High quality walking aids product designed for comfort and usability.,10547.93,INR,4.3,186,Limited Stock,Walking Aids,2025-05-11T08:56:05.305091,2025-07-06T08:59:04.015743
1060,Comfort Ring Pillow,Comfort Ring Pillow - High quality support cushions product designed for comfort and usability.,11491.69,INR,4.9,126,In Stock,Support Cushions,2025-05-16T08:56:05.305106,2025-07-06T08:59:04.015743
1061,Frido Commode Wheelchair,Frido Commode Wheelchair - High quality bathroom aids product designed for comfort and usability.,1346.01,INR,4.5,175,Out of Stock,Bathroom Aids,2025-05-16T08:56:05.305117,2025-07-06T08:59:04.015743
1062,Frido Commode Wheelchair,Frido Commode Wheelchair - High quality bathroom aids product designed for comfort and usability.,3227.77,INR,4.4,200,In Stock,Bathroom Aids,2025-05-13T08:56:05.305126,2025-07-06T08:59:04.015743
1063,Memory Foam Seat Cushion,Memory Foam Seat Cushion - High quality support cushions product designed for comfort and usability.,3793.02,INR,4.8,184,Out of Stock,Support Cushions,2025-05-15T08:56:05.305136,2025-07-06T08:59:04.015743
1064,Arcatron Shower Chair,Arcatron Shower Chair - High quality bathroom aids product designed for comfort and usability.,1330.3,INR,3.4,173,Out of Stock,Bathroom Aids,2025-05-12T08:56:05.305148,2025-07-06T08:59:04.015743
1065,Mobility Master Pro,Mobility Master Pro - High quality wheelchairs product designed for comfort and usability.,5915.05,INR,4.0,352,Limited Stock,Wheelchairs,2025-06-15T08:56:05.305166,2025-07-06T08:59:04.015743
1066,Frido Max Wheelchair,Frido Max Wheelchair - High quality wheelchairs product designed for comfort and usability.,13277.54,INR,3.5,302,Out of Stock,Wheelchairs,2025-07-04T08:56:05.305191,2025-07-06T08:59:04.015743
1067,FoldX Travel Wheelchair,FoldX Travel Wheelchair - High quality wheelchairs product designed for comfort and usability.,5838.62,INR,4.6,228,Limited Stock,Wheelchairs,2025-06-04T08:56:05.305202,2025-07-06T08:59:04.015743
1068,FoldX Travel Wheelchair,FoldX Travel Wheelchair - High quality wheelchairs product designed for comfort and usability.,13592.07,INR,3.4,27,Limited Stock,Wheelchairs,2025-06-09T08:56:05.305212,2025-07-06T08:59:04.015743
1069,Arcatron Lite Chair,Arcatron Lite Chair - High quality wheelchairs product designed for comfort and usability.,6098.1,INR,3.1,345,Out of Stock,Wheelchairs,2025-05-28T08:56:05.305222,2025-07-06T08:59:04.015743
1070,Deluxe Walking Frame,Deluxe Walking Frame - High quality walking aids product designed for comfort and usability.,12871.21,INR,4.4,158,Limited Stock,Walking Aids,2025-06-17T08:56:05.305231,2025-07-06T08:59:04.015743
1071,Orthopedic Backrest,Orthopedic Backrest - High quality support cushions product designed for comfort and usability.,6632.61,INR,3.6,70,In Stock,Support Cushions,2025-06-10T08:56:05.305240,2025-07-06T08:59:04.015743
1072,Comfort Ring Pillow,Comfort Ring Pillow - High quality support cushions product designed for comfort and usability.,11472.88,INR,3.3,296,Out of Stock,Support Cushions,2025-06-11T08:56:05.305250,2025-07-06T08:59:04.015743
1073,Wheelchair Gloves,Wheelchair Gloves - High quality mobility accessories product designed for comfort and usability.,5253.25,INR,3.4,407,Limited Stock,Mobility Accessories,2025-05-29T08:56:05.305260,2025-07-06T08:59:04.015743
1074,Foldable Cane,Foldable Cane - High quality walking aids product designed for comfort and usability.,7184.0,INR,4.4,266,Out of Stock,Walking Aids,2025-05-17T08:56:05.305271,2025-07-06T08:59:04.015743
1075,Comfort Bath Seat,Comfort Bath Seat - High quality bathroom aids product designed for comfort and usability.,2186.14,INR,4.0,329,Limited Stock,Bathroom Aids,2025-06-15T08:56:05.305281,2025-07-06T08:59:04.015743
1076,Arcatron Lite Chair,Arcatron Lite Chair - High quality wheelchairs product designed for comfort and usability.,10418.14,INR,3.4,106,In Stock,Wheelchairs,2025-07-05T08:56:05.305291,2025-07-06T08:59:04.015743
1077,Arcatron Lite Chair,Arcatron Lite Chair - High quality wheelchairs product designed for comfort and usability.,14774.1,INR,4.2,398,In Stock,Wheelchairs,2025-06-07T08:56:05.305300,2025-07-06T08:59:04.015743
1078,Comfort Ring Pillow,Comfort Ring Pillow - High quality support cushions product designed for comfort and usability.,9058.39,INR,4.4,201,Out of Stock,Support Cushions,2025-06-11T08:56:05.305309,2025-07-06T08:59:04.015743
1079,Arcatron Shower Chair,Arcatron Shower Chair - High quality bathroom aids product designed for comfort and usability.,10183.81,INR,3.0,389,In Stock,Bathroom Aids,2025-05-18T08:56:05.305319,2025-07-06T08:59:04.015743
1080,Memory Foam Seat Cushion,Memory Foam Seat Cushion - High quality support cushions product designed for comfort and usability.,3461.41,INR,4.9,270,Out of Stock,Support Cushions,2025-07-03T08:56:05.305328,2025-07-06T08:59:04.015743
1081,Wheelchair Gloves,Wheelchair Gloves - High quality mobility accessories product designed for comfort and usability.,13843.58,INR,3.2,73,Out of Stock,Mobility Accessories,2025-05-25T08:56:05.305337,2025-07-06T08:59:04.015743
1082,Anti-Tip Wheels,Anti-Tip Wheels - High quality mobility accessories product designed for comfort and usability.,9335.33,INR,4.9,461,Out of Stock,Mobility Accessories,2025-05-28T08:56:05.305346,2025-07-06T08:59:04.015743
1083,Seat Belt Extension,Seat Belt Extension - High quality mobility accessories product designed for comfort and usability.,12626.97,INR,4.1,464,In Stock,Mobility Accessories,2025-05-20T08:56:05.305356,2025-07-06T08:59:04.015743
1084,Orthopedic Backrest,Orthopedic Backrest - High quality support cushions product designed for comfort and usability.,4627.68,INR,3.5,331,Out of Stock,Support Cushions,2025-05-18T08:56:05.305370,2025-07-06T08:59:04.015743
1085,Seat Belt Extension,Seat Belt Extension - High quality mobility accessories product designed for comfort and usability.,9773.48,INR,3.5,44,Limited Stock,Mobility Accessories,2025-06-18T08:56:05.305380,2025-07-06T08:59:04.015743
1086,Frido Commode Wheelchair,Frido Commode Wheelchair - High quality bathroom aids product designed for comfort and usability.,5700.87,INR,4.8,46,In Stock,Bathroom Aids,2025-06-27T08:56:05.305389,2025-07-06T08:59:04.015743
1087,Frido Commode Wheelchair,Frido Commode Wheelchair - High quality bathroom aids product designed for comfort and usability.,10714.3,INR,4.4,37,Out of Stock,Bathroom Aids,2025-06-10T08:56:05.305399,2025-07-06T08:59:04.015743
1088,Deluxe Walking Frame,Deluxe Walking Frame - High quality walking aids product designed for comfort and usability.,7521.94,INR,3.1,431,Out of Stock,Walking Aids,2025-06-12T08:56:05.305408,2025-07-06T08:59:04.015743
1089,Anti-Tip Wheels,Anti-Tip Wheels - High quality mobility accessories product designed for comfort and usability.,1272.45,INR,4.8,299,Out of Stock,Mobility Accessories,2025-06-06T08:56:05.305418,2025-07-06T08:59:04.015743
1090,Mobility Master Pro,Mobility Master Pro - High quality wheelchairs product designed for comfort and usability.,5179.58,INR,3.8,461,Out of Stock,Wheelchairs,2025-06-02T08:56:05.305428,2025-07-06T08:59:04.015743
1091,Anti-Tip Wheels,Anti-Tip Wheels - High quality mobility accessories product designed for comfort and usability.,13568.36,INR,4.0,144,Out of Stock,Mobility Accessories,2025-06-05T08:56:05.305444,2025-07-06T08:59:04.015743
1092,FoldX Travel Wheelchair,FoldX Travel Wheelchair - High quality wheelchairs product designed for comfort and usability.,5704.81,INR,4.4,212,Limited Stock,Wheelchairs,2025-06-26T08:56:05.305459,2025-07-06T08:59:04.015743
1093,Memory Foam Seat Cushion,Memory Foam Seat Cushion - High quality support cushions product designed for comfort and usability.,14729.11,INR,4.1,469,Out of Stock,Support Cushions,2025-05-30T08:56:05.305475,2025-07-06T08:59:04.015743
1094,Anti-Tip Wheels,Anti-Tip Wheels - High quality mobility accessories product designed for comfort and usability.,1378.43,INR,4.3,74,Out of Stock,Mobility Accessories,2025-06-25T08:56:05.305491,2025-07-06T08:59:04.015743
1095,Mobility Master Pro,Mobility Master Pro - High quality wheelchairs product designed for comfort and usability.,6306.45,INR,3.4,172,Out of Stock,Wheelchairs,2025-05-19T08:56:05.305507,2025-07-06T08:59:04.015743
1096,Orthopedic Backrest,Orthopedic Backrest - High quality support cushions product designed for comfort and usability.,11527.14,INR,4.7,134,In Stock,Support Cushions,2025-06-06T08:56:05.305519,2025-07-06T08:59:04.015743
1097,Frido Max Wheelchair,Frido Max Wheelchair - High quality wheelchairs product designed for comfort and usability.,14997.71,INR,3.7,337,In Stock,Wheelchairs,2025-05-18T08:56:05.305534,2025-07-06T08:59:04.015743
1098,Frido Max Wheelchair,Frido Max Wheelchair - High quality wheelchairs product designed for comfort and usability.,14293.56,INR,3.4,15,Limited Stock,Wheelchairs,2025-06-27T08:56:05.305549,2025-07-06T08:59:04.015743
1099,Arcatron Shower Chair,Arcatron Shower Chair - High quality bathroom aids product designed for comfort and usability.,7628.85,INR,3.2,490,In Stock,Bathroom Aids,2025-06-07T08:56:05.305559,2025-07-06T08:59:04.015743
1100,Foldable Cane,Foldable Cane - High quality walking aids product designed for comfort and usability.,3348.05,INR,4.2,387,Limited Stock,Walking Aids,2025-06-29T08:56:05.305570,2025-07-06T08:59:04.015743
1101,Frido Commode Wheelchair,Frido Commode Wheelchair - High quality bathroom aids product designed for comfort and usability.,2512.38,INR,3.1,164,Limited Stock,Bathroom Aids,2025-05-24T08:56:05.305595,2025-07-06T08:59:04.015743
1102,Orthopedic Backrest,Orthopedic Backrest - High quality support cushions product designed for comfort and usability.,14179.59,INR,3.4,308,Limited Stock,Support Cushions,2025-05-14T08:56:05.305607,2025-07-06T08:59:04.015743
1103,Arcatron Shower Chair,Arcatron Shower Chair - High quality bathroom aids product designed for comfort and usability.,10759.7,INR,3.6,355,Limited Stock,Bathroom Aids,2025-05-16T08:56:05.305621,2025-07-06T08:59:04.015743
1104,Frido Max Wheelchair,Frido Max Wheelchair - High quality wheelchairs product designed for comfort and usability.,5859.85,INR,3.9,194,In Stock,Wheelchairs,2025-06-04T08:56:05.305631,2025-07-06T08:59:04.015743
1105,Stability Walker,Stability Walker - High quality walking aids product designed for comfort and usability.,12893.06,INR,4.6,59,Out of Stock,Walking Aids,2025-06-13T08:56:05.305645,2025-07-06T08:59:04.015743
1106,Comfort Ring Pillow,Comfort Ring Pillow - High quality support cushions product designed for comfort and usability.,3140.88,INR,3.4,272,Limited Stock,Support Cushions,2025-06-19T08:56:05.305659,2025-07-06T08:59:04.015743
1107,Anti-Tip Wheels,Anti-Tip Wheels - High quality mobility accessories product designed for comfort and usability.,11843.98,INR,3.9,427,Limited Stock,Mobility Accessories,2025-05-30T08:56:05.305673,2025-07-06T08:59:04.015743
1108,Foldable Cane,Foldable Cane - High quality walking aids product designed for comfort and usability.,12922.98,INR,4.7,49,Out of Stock,Walking Aids,2025-05-11T08:56:05.305687,2025-07-06T08:59:04.015743
1109,Memory Foam Seat Cushion,Memory Foam Seat Cushion - High quality support cushions product designed for comfort and usability.,11505.67,INR,4.1,347,Out of Stock,Support Cushions,2025-06-15T08:56:05.305709,2025-07-06T08:59:04.015743
1110,FoldX Travel Wheelchair,FoldX Travel Wheelchair - High quality wheelchairs product designed for comfort and usability.,12912.34,INR,3.4,113,Out of Stock,Wheelchairs,2025-05-16T08:56:05.305723,2025-07-06T08:59:04.015743
1111,Foldable Cane,Foldable Cane - High quality walking aids product designed for comfort and usability.,4914.22,INR,4.2,455,Out of Stock,Walking Aids,2025-06-01T08:56:05.305737,2025-07-06T08:59:04.015743
1112,Arcatron Lite Chair,Arcatron Lite Chair - High quality wheelchairs product designed for comfort and usability.,2197.58,INR,4.4,255,Limited Stock,Wheelchairs,2025-05-19T08:56:05.305751,2025-07-06T08:59:04.015743
1113,Comfort Bath Seat,Comfort Bath Seat - High quality bathroom aids product designed for comfort and usability.,7664.3,INR,4.4,234,In Stock,Bathroom Aids,2025-07-01T08:56:05.305765,2025-07-06T08:59:04.015743
1114,Stability Walker,Stability Walker - High quality walking aids product designed for comfort and usability.,6660.62,INR,3.5,344,Limited Stock,Walking Aids,2025-06-13T08:56:05.305779,2025-07-06T08:59:04.015743
1115,Comfort Ring Pillow,Comfort Ring Pillow - High quality support cushions product designed for comfort and usability.,8431.91,INR,3.9,386,Limited Stock,Support Cushions,2025-06-15T08:56:05.305792,2025-07-06T08:59:04.015743
1116,Deluxe Walking Frame,Deluxe Walking Frame - High quality walking aids product designed for comfort and usability.,7351.43,INR,3.6,123,In Stock,Walking Aids,2025-05-21T08:56:05.305806,2025-07-06T08:59:04.015743
1117,Frido Commode Wheelchair,Frido Commode Wheelchair - High quality bathroom aids product designed for comfort and usability.,2672.77,INR,4.1,395,Limited Stock,Bathroom Aids,2025-06-25T08:56:05.305821,2025-07-06T08:59:04.015743
1118,Arcatron Shower Chair,Arcatron Shower Chair - High quality bathroom aids product designed for comfort and usability.,11339.47,INR,3.6,306,Limited Stock,Bathroom Aids,2025-05-29T08:56:05.305836,2025-07-06T08:59:04.015743
1119,Stability Walker,Stability Walker - High quality walking aids product designed for comfort and usability.,12655.8,INR,3.6,189,In Stock,Walking Aids,2025-06-17T08:56:05.305851,2025-07-06T08:59:04.015743
1120,Arcatron Lite Chair,Arcatron Lite Chair - High quality wheelchairs product designed for comfort and usability.,4839.36,INR,4.9,288,Out of Stock,Wheelchairs,2025-05-23T08:56:05.305867,2025-07-06T08:59:04.015743
1121,Comfort Bath Seat,Comfort Bath Seat - High quality bathroom aids product designed for comfort and usability.,13157.46,INR,4.0,451,In Stock,Bathroom Aids,2025-05-31T08:56:05.305889,2025-07-06T08:59:04.015743
1122,Foldable Cane,Foldable Cane - High quality walking aids product designed for comfort and usability.,7701.0,INR,3.7,499,In Stock,Walking Aids,2025-06-20T08:56:05.305904,2025-07-06T08:59:04.015743
1123,Memory Foam Seat Cushion,Memory Foam Seat Cushion - High quality support cushions product designed for comfort and usability.,12508.62,INR,3.8,42,Limited Stock,Support Cushions,2025-05-27T08:56:05.305920,2025-07-06T08:59:04.015743
1124,Arcatron Lite Chair,Arcatron Lite Chair - High quality wheelchairs product designed for comfort and usability.,3087.77,INR,4.1,160,In Stock,Wheelchairs,2025-06-21T08:56:05.305935,2025-07-06T08:59:04.015743
1125,FoldX Travel Wheelchair,FoldX Travel Wheelchair - High quality wheelchairs product designed for comfort and usability.,9487.45,INR,4.6,120,Limited Stock,Wheelchairs,2025-06-12T08:56:05.305952,2025-07-06T08:59:04.015743
1126,Orthopedic Backrest,Orthopedic Backrest - High quality support cushions product designed for comfort and usability.,5161.94,INR,4.2,224,Out of Stock,Support Cushions,2025-05-31T08:56:05.305968,2025-07-06T08:59:04.015743
1127,Wheelchair Gloves,Wheelchair Gloves - High quality mobility accessories product designed for comfort and usability.,9533.83,INR,4.5,490,In Stock,Mobility Accessories,2025-05-27T08:56:05.305985,2025-07-06T08:59:04.015743
1128,Frido Commode Wheelchair,Frido Commode Wheelchair - High quality bathroom aids product designed for comfort and usability.,10244.99,INR,3.3,93,Limited Stock,Bathroom Aids,2025-07-02T08:56:05.306002,2025-07-06T08:59:04.015743
1129,Arcatron Shower Chair,Arcatron Shower Chair - High quality bathroom aids product designed for comfort and usability.,6718.25,INR,4.4,245,Out of Stock,Bathroom Aids,2025-07-04T08:56:05.306020,2025-07-06T08:59:04.015743
